review,rating
"Ruwet...berapa kali mau isi....data salah melulu..padahal udah ngecek berapa kali...Ampe detill..., mending gak usah pake aplikasi aja.. uninstall sekalian aja",1
"untuk pendaftaran barcode kok gak bisa ya? kendaraan saya belom ke daftar ke database kendaraan katanya, kan udah ada STNK, terus itu masa saya harus ke samsat dulu buat upload kendaraan saya ke ERI KORLANTAS mohon koreksinya...",5
"Aplikasinya GK gunap regristrasi GK bisa nunggu kode otp nya GK masuk2 ,padahal nomer sudah benar",1
mau daftar aja gak bisa,3
Ribet,1
Sep,5
"Apk ini bikin pusing padahal mau beli bukan minta ,,,ribet apk nya",1
Kode otp tidak masuk,1
setiap mau pakai harus login keseringan pembaruan aplikasi,1
Aplikasi tayk,1
"Pihak SPBU tidak menerima pembayaran pake qris, mungkin karena aplikasi nya sering error yaa??",5
Oke My pertamina terpecaya,1
"Aplikasi ribet, banyak waktu terbuang mau daftar bbm subsidi tidak bisa",1
Aplikasi payah . Ribet dan menjengkelkan,1
Aplikasinya lemot polll..nunggu konfirmasi otp kagak terkirim kirim..gimana sih,1
Saya tdk bisa login,1
aplikasi anjing . gaguna cm buat susah bangsat....,1
"Aplikasi ribet yg memaksa masyarakat untuk instal, tetapi susah untuk dimanfaatkan, Beli mobil CC 1500 keatas harus pertamak, sudah kah Audit pertamina.",1
mantap,5
riweh mau daftar apknya aja ribett bangett,1
Memuaskan,5
Kenapa ketika kita lupa pasword code otp tidak muncul via whatsapp maupun via SMS,1
"untuk MyPertamina kalo gak niat bikin aplikasi jangan bikin soalnya banyak erornya kode otp gak masuk, verifikasi gak diterima ribet gak pinter bikin apk",1
kode tidak terkirim,1
Jelek sekali aplikasi..susah untuk daftar,1
Aplikasi paling ribet asu,1
Mantap,5
untuk no OTP hampir 1 hari gak ada kabar,1
"MEMBUAT SUSAH SUPIR EKSPEDISI, PENGISIAN GA BISA PAKAI CASH TAPI GAADA SOLUSI BUAT BANTU DAFTARKAN PLAT MOBIL, MAKIN KESINI MAKIN KESANA DUNIA",1
gabisa login gr² kode OTP yg gak dikirim. aplikasi cacat,1
"Mau isi pertalite disuruh daftar, giliran daftar kaga jelas, daftar lewat web dikirim ke email kode otp giliran di masukin kode otp nya malah salah, daftar pake aplikasi kode otp kaga di kirim kirim ke WA/SMS , sekelas pertamina sistem nya medioker!",1
Mau masukin kode otp ja ga kekirim2.. Aplikasi gembel.. Menang bumn doank,1
"Aplikasi yg sangat bagus dan sangat ribet sekali,,wow nambah masalah trus kerjaannya...",1
"Baru proses OTP aja gak dikirim-kirim sampai 5 kali, yg bikin Apk serius gak sih??!",1
good jobs,5
Mau daftar aja Ribet,1
"Klik OTP berkali kali tetap gak bisa, kalo gk siap jgn dilaunching..nyusahin orang!",1
Hidup udah sulit tambah dipersulit.,1
Gabisa daftar.kode OTP g muncul,1
minta kode Otp aja susah nya minta ampun kga masuk masuk,1
Daritadi saya nunggu otp dari whatsapp maupun nomor SMS gak muncul muncul. Sampai akhirnya isi BBM gak pakai ini aplikasi. Apa memang di buat susah supaya mobil tidak bisa isi BBM pakai aplikasi ini?,1
Apliklasi belum siap tapi di paksakan harus pakai untuk isi bbm subsidi ....harus di evaluasi yang memaksakan harus pakai atau tim yang membuat aplikasi ( kalau ada yang susah...kenapa harus di permudah ),1
"Aplikasinya g jelas, kode OTP nya ga muncul"" sudah melalui whatsapp sms tapi ga ada masuk notif",2
Mantap keren 👍,5
Berkali kali minta kode otp gak ada masuk baik lewat WA ataupun SMS...Ribet bgtt...,1
Persediaan Solar saja susah .. di POM Pertamina ga ada ... Ada juga Antri ... Tapi pengecer malah banyak.... Percuma pake aplikasi... Masih bisa di akal akali,1
pindah hp suruh masukin kode otp tapi kode gak dikirim kirim apk GK guna,1
"Aplikasi ini niat gak, otp gak bisa masuk terus bolak balik",1
"BOSOK NGENE, NDI KODE VERIFIKASI AKUN GA MUNCUL² KOCAKKKKKKKK LUCUUUUU, NGUNU JARE WAJIBBBB BLOK",1
👍👍,5
"apk kalau belum siap di gunakan jangan buat aturan yang menyusahkan masyarakat bukan dipermudah malah di persulit,kami ni masyarakan indonesia...",1
Baru apdate disuruh apdate lagi,1
Menyusahkan. Belum sempurna. Logkn ulang aja susah jya minta ampun,1
mengecewakan mau regis susah sekali mendaptkan no otp sampai 4 kali percobaan dengan 2 nomor gk bisa semua . parah memang tidak ada solusi hanya bisa mempersulit rakyat saja!,1
"Mau registrasi kode otpnya gak ada ,",1
Susah ... Muter2 n bersyarat,2
terimakasih my Pertamina,5
"Setiap kali registrasi kode otp tidak muncul, udah coba beberapa kali masih saja tidak terkirim",1
"Aplikasinya buruk gak bisa kirim kode OTP via SMS ,perbaiki lagi lah kalau mau bikin aplikasi",1
Ngirim otp 2 jam. Sekelas BUMN sistem bobrokk.,1
ribet!,1
"Min tolog ini kenapa saya gak bisa masuk terus , minta kirim otp ke wa dan sms kode malah gak masuk masuk",2
Update terus ..sdh di update ga mau terinstal..asu,1
"Tidak bisa mengirimkan kode verifikasi, lewat WA/SMS sama saja",1
Otp gak ke kirim2 .gimana solusinya...???,1
Tempat koruptor bersarang...mau daptar akun aja susah...laga nya bikin aturan..hanya tuk topeng doang....,1
Lama banget nunggu daftarnya. Kalo GK siap apk nya GK usah dipaksakan.,1
MAU LOGIN AJA OTP KAGA DIKIRIM2 AMPE seharian,1
"Nah ini baru ok, dari bintang 1 lgsg dikasih bintang 5... 👍",5
Dimana yg salah. Inilah yg sebenar benarnya. Tidak ada penipuan.,2
"Tidak bisa registrasi, pesan untuk mengirimkan code registrasi tidak masuk. Pdhl sinyal baik dan lancar. Dan lemot. Nunggu setengah jam",1
bagus sekali my pertamina,5
Cacat aplikasi nya,1
"Daftar subsidi tepat data sudah isi tapi tulisan buat akun gak muncul,trs gimana mau dapat akun daftar aja gak bisa🥱",1
"OTP g kekirim2, ganti No dan HP sama aja, CS g bs dihubungi, email g respon. Gillaaaaa",1
Aplikasi jembut MW daftar ajh.ribet banget Plus lama x proses y,1
Belum sempurna,1
Minta nomor verifikasi tolong tidak di kirim kirim coba,1
"Min tolong punya saya verifikasi nya dipercepat, saya dari tadi nunggu lama sampai sekarang belum diverifikasi, mau daftar baru lagi tapi kendaraan nya sudah masuk kedaftar kendaraan tolong ya min 🙏",3
Susah sekali kode otp nya ga masuk2,1
Lek ra niat gawe aplikasi rasah nggawe kang ngruweti ae care mempermudah jebul mempersulit trae *****,1
Sampah bener blm siap tp udh dipaksakan bikin emosi aja,1
"Kalau semua SPBU di Indonesia blom siap pakai ginian mending di hapus saja. Masak mau bayar aja di tolak trus!dengan alasan lemot lah, ganti pimpinan lah",1
Aneh sih daftar sendiri susah ehhh giliran Lewat calo bayar 100 ribu bisa koq Aneh ya,1
Aplikasi gak jelas verifikasi OTP lama gak mumcul-muncul,1
"Mau login aja susah nya mintak ampun, tinggal kasi kode otp aja gak dikirim2.",1
Mau daftar aja di buat ribet nungguin kode otp kayak nungguin bansos aja kalo belum siap gak usah bikin aplikasi,1
"Aplikasi konyol, mau daftar aja gak bisa2, OTP sdh direquest tp tidak dikirim2, sehingga tidak bisa lanjut, bikin emosi saja, ganti no hp lain juga tetap sama saja.",1
Aplikasi penipu mana isi pertamax 300 ribu hari jumat gk dpt promo yang dijanjikan,1
Mohon kode OTP systemnya gk bisa masuk-masuk,2
"Aplikasi membutuhkan waktu sangat lama untuk mengirim kode OTP..donlod pas dibantu abang pengisi, bisa buat antre mobil 1km ga dikirim balik kode otp nya..mana indikator sdh muncul1🤯🤯",1
"Aplksi nggak jelas, nggak usah download buang buang kuota sama waktu",1
"Gak jelas banget bkin APK, code verif sampe 5x kirim ga ada yg masuk sama skali. Kocak.... klo belom siap on air ga usah di publis dulu lah, nyusahin orang aja!!!!",1
Kode OTP tidak muncul2,1
Kode otp daftar pagi di kirimnya sore aplikasi macam apa ini,1
Jos,5
Mantap,5
"Sangat Membatu Sekali,Jose My Pertamina",5
Ruwet dan ribet.. Susah login pertamina sibuk..,1
Saya mendaftarkan kendaraan dan untuk mendapatkankode QR sulit dan gagal terus,1
"Sangat kecewa dengan pertamina, mau daftar aplikasi aja susahnya bukan main. Saran saja kalo memang belum mampu ngurus aplikasi lebih baik pakai manual saja dari pada seperti ini menyusahkan banyak orang",1
Hari² update...,3
Kenapa sekarang disemua spbu tidak bisa pembayaran non tunai padal sangat2 membatu dan lebih mudah,4
"Aplikasi subsidi tepat sangat menyengsarakan rakyat HAPUS SJ GK GUNA, merepotkan orang, memangnya orang disuruh gk usa naik mobil disuruh jalan kaki sj. ada aplikasi kok membangonkan rakyat, GK usa Aplikasi yg GK guna ini.",1
"""Terjadi kesalahan sistem"" Blum layak",1
"Ribet bener,kita kan beli bukan ngutang,segala barcode2 lhaaa...apk bentar2 update",1
"RIBETT,,mau daftar aja susah nya minta ampun,sama pengecekan data nya keliru,di aplikasi My pertamina plat mobil saya ke baca warna merah,padahal di STNK saya warna hitam,LUCUUU.....",1
Tidak bisa mendaftarkan subsidi tepat katanya bermasalah servernya,1
"mau daftar kok error, kenapa lah bisa di perbaiki aplikasi nya kah. tks",3
Mantap pokok nya,5
"Aplikasinya keren, tampilan ok dan bisa kasih tau SPBU terdekat..... Good jobs pertamina",5
Mantan,5
"FYI, Yang selalu keluar "" Internal Server Eror "" coba install ulang atau log in pakai hp yang berbeda. karena saya sudah coba dan bisa. Terima Kasih.",1
canggih,5
Cukup baik pelayanan lancar dan aman.,5
"aplikasi ribet belum siap pakai, siapkan dulu baru buka, plat nomor belum pernah daftar malah keterangannya plat nomor sudah terdaftar, tolong diperbaiki.",1
Pokoe bikin ribet aja,5
"Ni apk, updatenya 3x sebulan ya 🤣🤣 tiap dibuka selang seminggu pasti minta update...",4
"Aplikasi yang super ribet ndak bisa terus walaupun pakai web sama saja, bensin untuk rakyat ribet amat untuk dapetinnya!",1
bagus dan cepat untuk pembelian bbm,5
"Ini aplikasi gimana saya tiap kali transaksi saldo kepotong 2 kali pembayaran,",1
"mantab,,,, ada aplikasi ga guna aplikasi sampah,,, intinya ga ada kemudahan dr proses awal ga bisa daftar,,,",1
"alhamdulilah, membayar bahan bakar di Pertamina menjadi lebih mudah",5
Sangat membantu,5
"Aplikasi hampir tiap hari minta update. Sy update kemarin sekarang ga bisa dibuka minta update lagi, woi kalau belum siap jangan bikin aplikasi..! Menyusahkan orang saja",1
"Ini aplikasi minta update terus setiap mau dibuka aplikasinya, masa setiap saat harus di update",1
Ribet pol,1
Ribet... kebanyakan update tp performa dan isi sama aja..,1
aplikasi yg sangat2 ribet. mau ambil barkod aja susahnya mintak ampun. harus gulang isi nik segalak. capek,1
Sebelum update pembayaran via Gojek sering eror. Setelah update tagihan gas malah gabisa dibuka sama sekali. Bintang 0!,1
"Barcode gak bisa dipakai. Masuk akun katanya akun tidak ditemukan. Coba daftar ulang tidak bisa katanya sudah terdaftar, kali lain katanya kesalahan coba lagi. Alhamdulillah setelah coba sekian kali berhari-hari pagi siang sore malam, akhirnya bisa juga di waktu Subuh. Sy ubah rating bintangnya semula 1 jadi 5.",5
Aplikasi sampah. Ribet berbelit belit. Ujung2 nya di tolak. Padahal sudah isi data sesuai ktp.,1
Aplikasi gk bermutu.. habis update malah data hilang harus ngisi dr awal. Dan akhirnya gagal gk bisa berfungsi.,1
"Semenjak ada MyPertamina sampai hari ini, pembayaran menggunakan aplikasi My Pertamina, tdk ada kesulitan",5
Terima kasih my pertamina,5
Aplikasi bafuk,1
Barkode blum gw pake udah update aj. Aplikasi apaan niee,2
"Aplikasi malah Bikin Ribet, Bikin Susah masyarakat kecil, mobil kita sudah tua, hape ku jadul juga lemot",1
Susahregistrasi,1
"Super jelek aplikasinya, malu sama anak SMK. Kondisi ini perlu menjadi perhatian Kejaksaan Agung dan KPK. Kami mau kualitas pengelolaan negara ini yg terbaik. Tdk sanggup anda. ...minggir, masih banyak Putra putri bangsa ini yg berkualitas tinggi.",1
Ruwet dan super lemot.,1
"Ribet, saya beli bensin tuh bayar pake uang.",1
Roda 3 juga ikur download?,4
Bagus,5
aplikasi bosok,1
Ok,5
Ngisi bensin tp poin tdk brtambah,3
Bagus sekali,5
"Terlalu sering update aplikasi, Coba seperti aplikasi pembayaran lainya walau update fitur pembayaran masih bisa diakses, jadi bisa langsung buka dan bayar. kalau ini belum update gak bisa dibuka, harus full update dahulu sehingga pas mau bayar jadi nambah lama harus nunggu update selesai.",3
"Bikin ribet aplikasi nya, seperti aplikasi tak ter urus",1
"setelah update ini app data dan barcode nya hilang semua, masuk akun disubsiditepat kok gak bisa padahal Nik sudah terdaftar, mendaftar baru kata nya nik sudah terdaftar, tapi tak bisa masuk di browser.",1
"Ini gimana sudah klik daftar subsidi tepat. Semua data sudah diisi tapi tidak ada logo untuk mengupload data². Jadinya gk bisa ngeklik pendaftaran akun. Mintanya harus daftar, tapi malah ribet gk bisa mendaftar karena gk ada tombol utk penguplotan data setelah uda mencentang klik semua setuju",1
Luarbiasa ya,5
Jozz,4
Lanjud,5
Kenapa aplikasi ini 2 hari minta di update ya....om. ribet om ribet.padahal hp saya jelek om. Nunggu update 1jam mohon di koreksi yang lebih simpel.,1
Bagus,5
masyarakat mau beli bahan bakar saja di buat ribet,1
Aplikasi sangat sampah sekali maklum mencari kesalahan klien sampai petugas spbu menyalahkan rakyat atau pemerintah,1
Sangat membantu,5
Muat ulang teruss gimana aplikasi nya?? Susah bener liat qr code,1
Pelayanan sangat buruk. Verifikasi kendaraan kita di tolak..semntra kita sudah lakukan kelengkapan dokumen yang di butuhkan... Selalu gagal walupun kita sudah email mypertamina.. Sangat sangat merugikan ...lebih jangan pakai aplikasi ini. Menyesal,1
"kalau ada yang ribet, kenapa harus pakai cara yang mudah",1
Susah digunakan metode pembayaran tidak bisa lewat aplikasi BRImo atau sejenisnya,1
"Jangan terlalu sering update versi. Sudah di-update beberapa waktu lalu, saat mau scan barcode utk pembayaran malah harus update dulu. Ga enak sama yg antri di belakang. Atau kalau tidak, bikin aplikasi tetap bs digunakan meski belum update versi terbaru. Biar tdk menghambat kelancaran antrian di SPBU.",4
Ok,5
bgus banget,5
Mantap,5
Upgrade terus. Setiap buka pasti pembaruan,1
"Aplikasi nyusahin, ga mutu",1
ok,5
gk ad guna apknya,1
Bikin ribet aja sekarang mau beli bukan mau ngutang,1
sama kaya yang lainnya....veri bad,1
Tolong ini masalah barcode banyak di curi saya sendiri sebagai korbannya,1
Aplikasi apa mau dftr sulit sekali katanya memudahkn pembelian subsidi mau dftr aja sulitnya bkn main,1
Update terus ngabisin kuota aja,1
Memuaskan,5
mantabs.... cepat praktis,5
"Saya mau daftar gak bisa"" , inikayak mana ya ? Sedangkan untuk mengisi diwajibkan ada barcode . Adeehh buat pusing saja",1
Alhamdulillah baik,5
pasword salah dia bilang padahl baru kali ini daftar download apl nya😡😡😡😠herannnnnn,1
Oke,5
"Aplikasi ini justru mempersulit pembayaran. Harus top up OVO melalui m-banking dulu, baru bisa bayar pertalite. RIBET!!! Langsung bayar 150rb ke petugas lebih praktis",1
"Cara blokir gmn aplikasi bapuk ,bikin manusia",1
Ĺanjutkan inovasi2 kreatifnya my pertamina,5
Tidak membantu sama sekali,1
Belom bisa menggunakan aplikasinya,5
ok,5
Minta di update trus heran 😏,2
Sering apdate baru seminggu lah apdate lagi aplikasi mencari uang,2
apk gila ini update setiap hari bikin makin susah,1
"*Jgn dwnlod Jika tidak suka ribet. Jika ingin memakai aplikasi ini perlu pahami dulu mekanisme pembayaran & pemakaian aplikasinya, saya sudah -+1 Tahun memakai Aplikasi pada awalnya memiliki pemikiran ribet, tapi setelah 1 Minggu saja saya pahami & ikuti prosedurnya menjadi sangat mudah, bayar bensin lebih mudah di era digital, & biasanya mypertamina memberikan beberapa promo seperti pemotongan harga untuk pembelian Prtamax atau BBM nonsubsidi+mendapatkan poin yang dapat ditukarkan di aplikasi.",5
good,5
"Aplikasi maksa. Serius di jaman sekarang gunanya barcode mempercepat proses, ini gilaaa malah bikin ribet, bikin lama.",1
Good,5
"Ribet aplikasihnya.....jugaan kalau daftar susah pake apk ini ,harus ke broswer dulu baru bisa.....aplikasi ini belum siap untuk dipasaran",1
"Makin ribet,isi bensin tinggal di Batasin CC 1.300 ke bawah apa susah nya",1
Gabisa kebuka hadeh proyek proyek,1
Mw bayar di Pom pakai ovo di my Pertamina. Scan kode QR pas MW bayar ngeblank. Mana antrian dibelakang panjang,2
"Tidak berguna aja kalo harus menggunakan aplikasi, sedangkan kita punya uang untuk bayar BBM Anda😃",1
Aplikasi yang bikin idup tambah ribet,5
Buat ketemu kode qr susah tiba subsidi tepst beda tampilan nya sm orng ²,1
"Ruwet,ga bisa pake daftar Barcode",1
sementara ini layanan masih baik baik saja tdk ada kendala,4
"Aplikasi ini sangat sangat tidak membantu. Setiap kali di buka ,mesti harus diperbaharui.. Kelihatan saja lengkap,entah gimana ,hp saya nyaranin untuk selalu diperbaharui Semoga kedepannya bisa lebih dipermudah buat pemakai Masak harus instal berulang ulang 🥲 Terima kasih",1
"Setiap minggu minta abdet bikin repot. Dan jaringannya juga selalu lelet, aplikasi bikin repot masyarakat saja.",1
"Aplikasi terlalu sering minta update, padahal baru beberapa hari yg lalu sudah update skrng malah ga bisa di buka lagi karna harus update lagi, trus mobil saya sudah terdaftar kenapa pas selesai update data mobil saya/barcode nya ga ada. Padahal data dan kendaraan masih sama. Tolong My Pertamina di perbaiki lagi sistem nya.",1
Sekarang tidak tau kenapa akun gopay nggak bisa dipakai di aplikasi selalu gagal memuat saldo,1
Bagus,5
Mau isi di pom update trus,1
Bikin kesal ribet bet,1
Ribet amat ini apl amat aja gk ribet dikit2 update lah pembayaran ribet KL BLK siap untuk di gunakan sebaiknya jgn di paksakan,1
sengat baik aplikasi nya,5
Aplikasi tak bergunaaa!!!!!!,1
Tetaplah irit pertaliteku.....ayo kamu bisa !!!,5
Tolong ini verifikasi data ditolak sudah lebih dari 20 kali? Ada yg salah dari data? Tapi data sudah terverifikasi?,1
tolonglah permudah utk pendaftaran..ni saya kok gagal trus..kalo nanti sukse saya kasih bintang 5..,1
Gak jelas🤣,1
Nicee,5
Sangat lemot untuk sebuah aplikasi yang bekerjasama dengan BUMN (BOBROK),1
Brp hari saya harus nunggu ferivikasi,2
Sangt buruk apknya klo blm siap di oprskn jngn susah bikin wrga pengguna bbm donk,1
baguss,5
"Verifikasi data ditolak, alasanya kendaraan anda tidak ditemukan. Lahh?? Semua data yang saya masukkan sudah lengkap dan sesuai, foto stnk dan foto mobil pun tepat dan sesui semua. Lha masalahnya apa kok sampai kendaraan tidak ditemukan. Apakah selama ini saya naik labu sulap dari cinderella? Kocak gimang. dan metode qr ini sangat meribetkan emak saya yg gaptek. Saya aja rada kesusahan karena alur yg kurang jelas harus bagaimana. Apalagi emak saya, waadduh kacau balau. Tolong diperbaiki lagi",1
"Kenapa tambah membuat masyarakat susah untuk beli pertalite, setiap saat update, sedangkan pengajuan pemulihan tidak ada di respon, udah di kirim email lagi, tak ada yang dibalas, sungguh program yang membuat keliru saja, kalau tak boleh isi pertalite, hapus aja pertalite tersebut biar tak ribet mengisi BBM. Jelas betul ngisi pertamax jadinya",1
"5.000.000 5,dia 6z",5
"Saat saya mencoba membuat akun setelah mengisi semua data yang diminta, muncul pesan error: ""Terjadi kesalahan pada sistem. Silahkan coba kembali dalam beberapa saat."" Saya sudah mencoba beberapa kali, namun tetap muncul pesan kesalahan tersebut. Mohon bantuan dari Tim Layanan Pelanggan Pertamina untuk menyelesaikan masalah ini, karena saya perlu melanjutkan proses pendaftaran untuk mendapatkan akses subsidi BBM. Terima kasih atas perhatian dan bantuannya.",1
Makin maju katanya Malah ruwet 🐶 gua padahal mobil lokalan buat kerja langsir sawit malah kudu barcode barkotan udah ngantri ngantri di suruh BLA BLA BLA,1
"Masuk saja susah, kok berani2 nya dipakai pembayaran reamu pertamina",5
"Ribet sangat,,,, Saya mau daftar mobil yang muncul roda 2, mau ganti roda 4 malah disuruh ke samsat",1
mantap,5
Mau buat QR beli minjak platilate subsidi,5
Terimakasih pertamina,5
Good,5
"Asli ribet, password udah bener katanya salah, direset malah coba lagi beberapa saat nanti, udah 3 hari ga jadi jadi",1
"Semakin update semakin susah dibuka, sementara kalo mau beli BBM harus menggunakan aplikasi ini sekarang untuk yang subsidi. Juga untuk mengunduh kode QR sulit sekali",2
Sangat membantu,5
"Maaf sebelumnya,,,🙏🙏 ini aplikasi Ter ribet dan Ter dancok,,,",1
Mantul,4
"riwayat pembelian bensin tidak dicantumkan setelah mengisi bahan bakar ,aplikasi sudah ribet tapi malah ada minus nya. Ayo lah ini program dari Pertamina jangan di sepelekan dong",3
Mantap Alhamdulillah,5
Apa ni? Saya daftar gak bisa daftar ap ni emang harus sesusah ini ya? Sudah ikuti semua petunjuk tetap aja gk bisa,1
"Aplikasi gendeng, error2 terus2an..",1
"Payah apk belom siap harus banyak berbenah,setiap kali mau buka apk, disuruh apdate melulu, padahal baru kemaren buka sdh diapdate, apa maunya ga ah uninstal aja",1
cacat masuk akun buat daftarin kendaraan aj gak bisa .salah nik lah salah pasword lah .gk jelas pdahal sblom update masih bisa .giliran uda di update tambah cacat ny,1
Aplikasi sangat membantu tapi sayang setiap buka selalu minta update terus,4
Belum bisa digunakan,4
"Sudah coba daftar subsidi berulang ulang statusnya koreksi isi penulisan, padahal isi penulisan sudah sesuai identitas, sudah coba email ..g ad belasan...sudah telfon g di angkat.",1
"Aplikasi Barkot ini, perlu dilapor Polisi, untuk diperiksa. Karena sudah melakukan Pernyataan tindakan Kekuasaan Ketidakbenaran/Validitas data dari sipemohon yang diterbitkan POLISI, yang bukan kewenangannya. Tujuan Barkot ini apa.....?, Pertamina adalah salah satu usaha BUMN yang juga untuk melayani kepentingan Publik/Masyarakat Indonesia, seperti PLN. Bagaimana Masyarakat kecil yg gaptek.....?, kalau anda butuh data.....cari jalan lain. Tidak bisa bekerja...., masih banyak genrrasi muda ..",1
"Aplikasi sangat jelek ribet sudah ikut sejak awal, tetap aja kalau mau masuk susah",1
Mantap my pertamina,5
Bagus dan cepat,4
"Update terus aplikasi nya, baru update diminta update lagi",1
Maaf saya kasi bintang 1.. supaya di notice sih. Ini saya mau coba bayar bbm menggunakan my pertmina sudah di hub kan ke gopay dan link aja tetap tidak mau. Hello apa kabar yaaa. Bisa di benerin kagak.,1
Dear My pertamina Bantu cara mendapatkan barcode bila mobil kita sudah di daftatkan oleh pemilik sebelumnya Yg keberadaan sipemilik kendaraan sebelum nya tidak di ketahui Karena kita beli melalui showrom mobil bekas.,4
Baik,5
masih agak ribet cara pembayarannya,4
"Data ditolak karena foto tdk sesuai dengan jumlah roda, padahal kita tdk bisa isi jumlah roda karena sdh otomatis ada saat ini nopol. Komplai lewat 135 antrinya 100lebih, lewat chat yg ngomong robot, lewat email tidak ditanggapi. Terus komplain lewat apa??? Dulu saat awal pendaftaran subsidi malah ga pernah ada masalah, sekarang tiap kali daftar unit selalu aja ada masalah.",1
Mantul,5
"Ketika mendapatkan barcode alhamdulillah lancar. Dalam 1 bulan 2x isi BBM. Ketika ke 3 kali nya isi, barcode ditolak dan katanya petugas SPBU barcode belum di update ulang, jadi harus update di Aplikasi. Berulang-ulang kali dicoba update selalu gagal dan selalu menerima jawaban ""terjadi kesalahan nik dan password"", sampai dibantu petugas operator SPBU pun tetap tidak membantu, sudah 2 bulan lebih. Hingga akhirnya terpaksa pengisian BBM harus ganti ke PERTAMAX. Terlalu berbelit- belittttt.",1
"Sering gagalnya pas daftar BBM subsidi, trs data udah di edit trs disimpen ehh rubah sendiri datanya. Mohon diperbaiki sistem nya",3
Sangan membantu bagi yang sering menggunakan pembayaran cashless,5
Sangat mudah,5
Aplikasi sekelas pertamina banyak masalahnya error teruss.....,1
Aplikasi ribet + susah gak bisa dipake,1
Ribet luar biasa ....,1
ok,5
🌟🌟🌟🌟🌟,5
Cat y bb,3
Manatabb,5
"ini gimana, udah berapa kali transaksi gak muncul di riwayat pembeliannya ??",1
Sangat mudah dilakukan,5
Bagus,5
"Mhon maaf aplikasinya seperti masih uji coba krn setiap sdh isi data kembali ke awal jd tdk finish nya terlalu berbelit2 ,mhon diperbaiki agar lebih frendly untuk pendaftaranya",1
Metode pembayaran link aja ga bisa sama sekali..g bisa pilih yang lain klo belum terhubung link aja,4
Kalau memang pemerintah belum siap dalam penyiapan aplikasi my Pertamina yaaa jangan di kat dulu gak bisa beli pertalite lah .... Kok semakin aneh sih pemerintah ini .... Banyak yg gak jelas mohon di perhatikan,1
Aplikasinya tidak beroprasi secara normal masih terdapat bug reload di menu itama dan Setiap masu ke menu subsidi tepat ada pop up memuat ulang halaman tolong di perbaiki,1
Cukup bagus,5
"Aplikasi rusak, sesi telah habis udah logout login ulang sama saja",1
Es muy fácil obtener esta aplicación,5
Bagus... dunia digital semakin berkembang,5
"HALAH LAGI² KALAU KENA OKNUM RIBET DEH ... MAU BAYAR PAKAI MY PERTAMINA, MASIH ADA AJA POM YG MENOLAK DENGAN ALASAN GAK JELAS .. BAHKAN ALASANNYA POKOKNYA GAK BISA ... LAMA² NTAR SAYA ISI BBM KLO DILARANG BAYAR PAKAI MY PERTAMINA GAK BAKALAN GUE BAYAR ITU BBM ... GK POLISI GAK PERTAMINA SAMA AJA KELAKUANNYA ... PARAH BENER 62 INI",1
Nice,5
Kerennn,5
Baguss,5
bagus ui nya user friendly,5
Bener² menyusahkan sudah melakukan pendaftaran satu Minggu blm kluar juga barkode y App tiap hari minta di update trs,1
bagus,5
"Aplikasi teribet, Kendaraan udah dijual ehh dateng2 minta barkode setelah dicari nggal ada terpaksa hapus lagi download lagi...apaan",1
"Nopol dah sesuai malah ga diACC , APLIKASI ASU",1
Bagaimana memasang barcode untuk beli pertalite,5
Aplikasi banyak kekuranganx sangat ribet Tidak banyak membantu,1
Mantap,5
pelayanan jos,5
oj,5
Tiap berapa hari sekali update terus belum seminggu di minta update terus aplikasi ga jelas!,1
Setiap Saat di suruh Update Bikin penyimpanan penuhhh Pertamina persero tidak memberikan Solusi Worted dan Copetibel bagi user banyak rekan driver mengeluhkan hal tsb sehingga pada saat transaksi hadi di persulit dan menyebabkan antrean dikarenakan mesti Update,1
Sulit untuk mendaftar,3
"Oke ,responsif.",5
Aplikasi yg baik,5
"Dari pada bikin aplikasi ga guna, mending pake kartu aja. Kayak e-many",1
"Aplikasi yg menyedihkan,sudah berhari hari dicoba,msh tetap ga bisa,di ulang lg dr awal tetap sama aja",1
"Aplikasi kurang manfaat, gk ada bedanya dg pakek pembayaran yg lain. Beli e voucher juga harga sama saja gk ada bonus",3
"bagus, tapi tidak semua pertamina bisa. Setelah di update malah tidak bisa di pakai,.",5
Luar biasa,4
Sangat membantu,5
Min gimana sih saya mau Daftar subsidi pertalite pakai Aplikasi my pertamina Aplikasi sering masalah tolong di perbaikan apa,5
"Erornya kelamaan & info riwayat pengisian di spbunya ga ada 😂, aplikasi anak TK 🤣🤣🤣🤣",1
Sangat membantu,4
Bagus,5
Ribet,2
UDAH MASUK KE ALPIKASI MAY PERTAMINA..TINGGAL ADA DI POJOK KIRI ANDA ISI YHG ADA KOLOM SUBSIDI TEPAT..PILIH BBM YG ANDA PILIH. ISI NO NO KTP ANDA DAN STNK..NO PIN DLL.,5
baru 1-2 minggu uda minta update lagi... / update nya per 2 minggu di bawah < 1 bulan,2
Mulai dari nol,5
Apk apa ini menyusahkan harus pakai npwp segala untuk daftar aneh. Ini apk hanya mempersulit aja ribet. Kalo gk bisa buat apk mendingan gk usah di buat. Bukan nya mempermudah malah mempersulit aja,1
Tolong di tingkatkan lagi..🙏🙏🙏👍,5
"Aplikasi apa ini,nomor katax udah terdaftar,rewel dan ribet,tambah sulit",1
sering mi ta di update,2
mksh sangat baik,5
Masuk my pertamina kesulitan,2
fasttttt,5
